edan_id	title	barcode	specimen_guid	media_count	media_guid	ids_id	USNM Number	Other Numbers	stain_status
edanmdm-nmnhbotany_2113565	Tillandsia circinalis Griseb.	00089150	http://n2t.net/ark:/65665/3414b7274-decc-4576-bc42-282c5bda6f5c	1.0	http://n2t.net/ark:/65665/m3ed036b2a-3305-4d6a-b18a-142defa326bc	NMNH-00089150-000001	282459	fiche number : 0114/C04	unstained
edanmdm-nmnhbotany_2155403	Mesosetum chaseae Luces	00134275	http://n2t.net/ark:/65665/38642589d-ef74-432a-9227-a92bc2a288dd	1.0	http://n2t.net/ark:/65665/m36fad335f-0aec-4911-a06d-aca2c6863a46	NMNH-00134275-000001	1764957	fiche number : 0037/A01	unstained
edanmdm-nmnhbotany_2165213	Panicum laxum var. vaniegatum Griseb.	00132932	http://n2t.net/ark:/65665/3a5e1f953-eac4-4c15-a045-756b1bdfec59	1.0	http://n2t.net/ark:/65665/m3a0d17e13-0f11-435f-bbe4-01e2506b8430	NMNH-00132932-000001	974212	fiche number : 1062/D05	stained
edanmdm-nmnhbotany_2087157	Garnotia flexuosa Santos	00132557	http://n2t.net/ark:/65665/3cb6324d6-619a-4fac-9638-4da60f88a84a	1.0	http://n2t.net/ark:/65665/m315b22ee6-e86f-4993-ae6f-f7b4cf2302bc	NMNH-00132557	999393	fiche number : 0030/D07	unstained
edanmdm-nmnhbotany_2089246	Panicum utowanaeum Scribn.	00028449	http://n2t.net/ark:/65665/3f3e71783-f6d0-4009-a502-e3f70d69356a	1.0	http://n2t.net/ark:/65665/m3e9bebc8f-8cb0-4385-b9d0-6bb9d2d56ab6	NMNH-00028449	82411	fiche number : 1063/B10	unstained
edanmdm-nmnhbotany_10055349	Elymus elymoides (Raf.) Swezey	00960786	http://n2t.net/ark:/65665/30bc80c3d-1bbc-4846-ad73-5022df1e4158	1.0	http://n2t.net/ark:/65665/m3b3afe6b6-fb09-48a5-ad85-ad67595c391b	NMNH-00960786-000001	1020976		stained
edanmdm-nmnhbotany_2101381	Viola bridgesii Britton	00114546	http://n2t.net/ark:/65665/32ef853cd-5a50-49a8-8243-69525f6fc68c	1.0	http://n2t.net/ark:/65665/m37c99646b-0651-433e-be68-14d3781e9082	NMNH-00114546	1383024	fiche number : 0561/C09	unstained
edanmdm-nmnhbotany_2688283	Ludwigia octovalvis (Jacq.) P.H. Raven	00463988	http://n2t.net/ark:/65665/3f9c4af3e-2a69-47bf-b5f2-0526bf669814	1.0	http://n2t.net/ark:/65665/m311f28869-ca77-4963-91ce-45f1b7f32aa4	NMNH-00463988	2159710		unstained
edanmdm-nmnhbotany_2168077	Abrotanella submarginata A. Gray	00479105	http://n2t.net/ark:/65665/30cedb7ea-d594-4381-8123-119c0227ef60	1.0	http://n2t.net/ark:/65665/m383ad3d2e-c461-4e72-be33-fa91a14b443c	NMNH-00479105-000001	88867		stained
edanmdm-nmnhbotany_10271590	Acer capillipes Maxim. ex Miq.	01108358	http://n2t.net/ark:/65665/3d363fb12-2348-4f06-be7f-5a8739c3cb46	1.0	http://n2t.net/ark:/65665/m3cec0df36-867a-4788-b9fa-1ea8b6c9c893	NMNH-01108358	18011		stained
edanmdm-nmnhbotany_2103459	Brickellia secundiflora var. monticola McVaugh	00146204	http://n2t.net/ark:/65665/3aa77e7f5-7e4e-4275-b03e-abe7c3869eca	1.0	http://n2t.net/ark:/65665/m37eaade0d-b81a-4e98-b37b-99a09f5d916d	NMNH-00146204	2704338	fiche number : 0893/D10	unstained
edanmdm-nmnhbotany_2091690	Michelia foveolata Merr. ex Dandy	00104086	http://n2t.net/ark:/65665/3a83b809f-3bab-4c9d-b469-e2d7dd55f9ae	1.0	http://n2t.net/ark:/65665/m395407fa0-027a-4cf9-b5e5-7e9d35d86df5	NMNH-00104086	2333926	fiche number : 0277/B08	stained
edanmdm-nmnhbotany_10150192	Aganosma radiata Merr.	00517298	http://n2t.net/ark:/65665/3d6e6fb18-988b-4392-a2b8-b8f36e55b49b	1.0	http://n2t.net/ark:/65665/m39602407a-1c14-4376-9c21-6ff2a22e8ea5	NMNH-00517298-000001	2333706		unstained
edanmdm-nmnhbotany_2165542	Torilis triradiata Boiss. & Heldr. in Boiss.	00517494	http://n2t.net/ark:/65665/34029d531-09d7-4ecd-a24c-c7c2c6a467f1	1.0	http://n2t.net/ark:/65665/m3bf70247a-b9ab-4f8c-bff1-054906b25338	NMNH-00517494-000001	140876		stained
edanmdm-nmnhbotany_10085438	Ionoxalis alpina Rose	00997439	http://n2t.net/ark:/65665/30f239985-1be1-4ad7-b7ea-82c8fa78df64	1.0	http://n2t.net/ark:/65665/m3d451ffe5-3e7c-4ebf-88ad-eb470508d762	NMNH-00997439	1380383		unstained
edanmdm-nmnhbotany_10127399	Eriogonum lindheimerianum Scheele	01094683	http://n2t.net/ark:/65665/3aa0741f1-61a9-4e89-bfbf-7e2bdd3ec3b0	1.0	http://n2t.net/ark:/65665/m33e2013e3-1feb-42a6-9c1f-52594fc12cfb	NMNH-01094683	98844		stained
edanmdm-nmnhbotany_10299745	Sagittaria graminea var. chapmanii J.G. Sm.	01117915	http://n2t.net/ark:/65665/38e4f77e3-e6a5-4964-9be3-7bad368025c6	1.0	http://n2t.net/ark:/65665/m3b6f6471c-8266-4f90-af00-a6f7056a99a4	NMNH-01117915	875161		stained
edanmdm-nmnhbotany_2093103	Betula eastwoodae Sarg.	00089350	http://n2t.net/ark:/65665/3fa956385-4c94-4638-bc2f-ad111001da61	1.0	http://n2t.net/ark:/65665/m3cc9707c5-7b38-4f6e-8b83-bee8ceb347fa	NMNH-00089350	1011819	fiche number : 0201/A09	unstained
edanmdm-nmnhbotany_2107771	Trisyngyne baumanniae Baumann-Bodenheim	00089368	http://n2t.net/ark:/65665/39e902144-0e54-409a-9025-8342eb44aa48	1.0	http://n2t.net/ark:/65665/m3edd7dac1-9258-4648-86cc-7bddd8ff974b	NMNH-00089368-000001	2316589	fiche number : 0201/C10	unstained
edanmdm-nmnhbotany_2097978	Heliconia talamancana G.S. Daniels & F.G. Stiles	00092856	http://n2t.net/ark:/65665/3c5fb86d5-ebe4-4fcf-b42f-254bab56f0d8	1.0	http://n2t.net/ark:/65665/m3d47e4968-cdf0-4243-aecc-37d4aa355599	NMNH-00092856	2907018	fiche number : 0143/A01	unstained
edanmdm-nmnhbotany_10077292	Rhamnus boliviana Rusby	00094402	http://n2t.net/ark:/65665/30fef786e-0db0-4377-824b-8ff4cf2c675b	1.0	http://n2t.net/ark:/65665/m363784565-cfdc-4923-afbb-d882c14fa23e	NMNH-00094402-000001	16748	fiche number : 0521/D04	unstained
edanmdm-nmnhbotany_2079888	Mitella japonica Maxim.	00096924	http://n2t.net/ark:/65665/3d31f8060-cf90-46a8-ac50-407b4f8aa0a4	1.0	http://n2t.net/ark:/65665/m318057ff4-006d-48df-9d60-ee5f206db058	NMNH-00096924-000001	46200	fiche number : 0325/C08	stained
edanmdm-nmnhbotany_2788962	Thelypodium vaseyi J.M. Coult.	00099825	http://n2t.net/ark:/65665/369d03e3d-44e1-4fa7-b1d6-ff256bb1e1df	1.0	http://n2t.net/ark:/65665/m364a3e1d6-9fd7-4965-84af-3963840e3ac1	NMNH-00099825	4319	fiche number : 0304/B12	unstained
edanmdm-nmnhbotany_2083585	Cleome bangiana Gilg ex Heilborn	00100470	http://n2t.net/ark:/65665/3f30e09c7-9243-4bdb-832b-7364933c5e86	1.0	http://n2t.net/ark:/65665/m37f6ad2af-9fb8-4d1b-bcf2-0565992b8f11	NMNH-00100470	6578	fiche number : 0315/D11	unstained
edanmdm-nmnhbotany_2149782	Oxalis wrightii A. Gray	00101089	http://n2t.net/ark:/65665/385cb38a2-f129-406d-81cf-99de5bb02262	1.0	http://n2t.net/ark:/65665/m37d916ebe-061e-4219-86e2-460b66e4e326	NMNH-00101089-000001	80	fiche number : 0438/C07	stained
edanmdm-nmnhbotany_2113928	Cerastium terrae-novae Fernald & Wiegand	00103253	http://n2t.net/ark:/65665/3d9a8351e-10fc-4b00-8515-ffd8ee5e9857	1.0	http://n2t.net/ark:/65665/m30cb2a0d3-752b-482d-8828-f2495e900476	NMNH-00103253-000001	1329824	fiche number : 0262/C10	unstained
edanmdm-nmnhbotany_2106610	Spergularia cremnophila I.M. Johnst.	00103318	http://n2t.net/ark:/65665/374719168-1872-4fe1-ad39-81a42a4805c5	1.0	http://n2t.net/ark:/65665/m34678b75e-6711-4eb1-bf41-3b59d810abed	NMNH-00103318-000001	1496011	fiche number : 0263/D03	unstained
edanmdm-nmnhbotany_2085302	Phoradendron wilkinsoni Trel.	00105660	http://n2t.net/ark:/65665/332aac099-4c05-4eb3-a7c1-00dae936046a	1.0	http://n2t.net/ark:/65665/m3860bca3c-63fe-4b68-9f35-39e6b6267efe	NMNH-00105660	149310	fiche number : 0233/E02	stained
edanmdm-nmnhbotany_2121432	Opilia cumingiana Baill.	00105717	http://n2t.net/ark:/65665/3628edd4a-a9f4-456c-ae18-bafc42f11138	1.0	http://n2t.net/ark:/65665/m35fe43211-a483-47f9-9053-5fccb76cb96a	NMNH-00105717-000001	1093549	fiche number : 0234/C10	stained
edanmdm-nmnhbotany_2103928	Gilia latiflora var. cana M.E. Jones	00110323	http://n2t.net/ark:/65665/326713301-2894-4b45-a3d3-b30cc3868a45	1.0	http://n2t.net/ark:/65665/m36277c97f-9a06-4157-98b3-c91c371fafd3	NMNH-00110323-000001	359296	fiche number : 0718/B04	unstained
edanmdm-nmnhbotany_2163507	Lemmonia californica A. Gray	00110604	http://n2t.net/ark:/65665/3fabe0f3b-65a2-48e7-b22c-6651f3e29d08	1.0	http://n2t.net/ark:/65665/m3d16570be-a21b-432e-808a-f6a33735d2e8	NMNH-00110604-000001	2905356	fiche number : 0723/A09	unstained
edanmdm-nmnhbotany_2131634	Vaccinium discolor M. Martens & Galeotti	00116903	http://n2t.net/ark:/65665/31e174a09-9640-4ef7-985d-ef246786cc46	1.0	http://n2t.net/ark:/65665/m333372dbf-d44f-4f0f-aa20-56defe7a1166	NMNH-00116903-000001	572965	fiche number : 0661/C09	unstained
edanmdm-nmnhbotany_2168407	Medinilla calelanensis Elmer	00120551	http://n2t.net/ark:/65665/3b972e911-27d6-412a-832b-ebbc1e19923d	1.0	http://n2t.net/ark:/65665/m3aebe05fc-3949-45ff-bc3b-ed8cf2575264	NMNH-00120551	779543	fiche number : 0615/A08	unstained
edanmdm-nmnhbotany_2160046	Nyssa sinensis Oliv. in Hook.	00127560	http://n2t.net/ark:/65665/3b1880106-aa72-4462-9e8c-b95d5ba4e9e9	1.0	http://n2t.net/ark:/65665/m39ed489eb-3968-4e1d-93b3-607fb9acde2b	NMNH-00127560-000001	801370	fiche number : 0655/C09	stained
edanmdm-nmnhbotany_2166308	Galium cochabambense Rusby	00130141	http://n2t.net/ark:/65665/3f6b5926a-01f9-43ee-95d5-b235d99fca6a	1.0	http://n2t.net/ark:/65665/m373070b47-d9e8-4630-b1e7-d61a00e798a5	NMNH-00130141-000001	207103	fiche number : 0862/A12	unstained
edanmdm-nmnhbotany_2099196	Croton heliaster S.F. Blake	00604009	http://n2t.net/ark:/65665/31852fa7d-3851-4897-a0ce-68dcce808a34	1.0	http://n2t.net/ark:/65665/m35b0bb67c-0d0e-4d83-8572-7a7467c406d9	NMNH-00604009-000001	1043302		unstained
edanmdm-nmnhbotany_2109309	Capurodendron ankaranense Aubrév.	00623825	http://n2t.net/ark:/65665/3a5ce9f1e-c1a5-4db0-ab6f-75264a66cd31	1.0	http://n2t.net/ark:/65665/m371b02a8a-5ec7-4f3e-871d-14159c9f8bed	NMNH-00623825-000001	3385741		unstained
edanmdm-nmnhbotany_2094663	Aeschynomene tenuis Griseb.	00001931	http://n2t.net/ark:/65665/3a9e913cd-d9c0-4744-85a1-cf458f517b56	1.0	http://n2t.net/ark:/65665/m380b99bce-5734-4731-a2a1-a2c1c16a2a5a	NMNH-00001931	47303	fiche number : 0417/B02	stained
edanmdm-nmnhbotany_2135635	Desmodium cinerascens A. Gray	00002012	http://n2t.net/ark:/65665/3738b4db7-0eff-4bc4-8986-f48ec84bbf2b	1.0	http://n2t.net/ark:/65665/m31ef8f396-f691-40f2-8225-9d5db2adb8e5	NMNH-00002012-000001	48504	fiche number : 0418/D02	stained
edanmdm-nmnhbotany_2114024	Gleditsia copelandii Elmer	00002232	http://n2t.net/ark:/65665/310451aa6-a474-4108-8234-f27df1310c4f	1.0	http://n2t.net/ark:/65665/m3b8681104-c9b0-460c-b656-a97d2b9ab7d6	NMNH-00002232-000001	917609	fiche number : 0383/A06	unstained
edanmdm-nmnhbotany_2146009	Machaerium riparium Brandegee	00002403	http://n2t.net/ark:/65665/3caf8cb35-c374-4129-b4f6-a30fa0e2fffd	1.0	http://n2t.net/ark:/65665/m33baab0c2-b791-4aa6-8445-703cce8cf981	NMNH-00002403-000001	1206058	fiche number : 0422/D02	unstained
edanmdm-nmnhbotany_2165235	Ateleia apetala Griseb.	00002884	http://n2t.net/ark:/65665/3c65bbd01-92d4-47c4-86a2-8cd15bdc1e82	1.0	http://n2t.net/ark:/65665/m3eafa5d1c-084b-4f6d-ab76-05f7ae07d103	NMNH-00002884-000001	48453	fiche number : 0388/A01	stained
edanmdm-nmnhbotany_2145983	Clitoria multiflora M. Martens & Galeotti	00004419	http://n2t.net/ark:/65665/329190f81-83ca-4969-8558-402454aca325	1.0	http://n2t.net/ark:/65665/m3c0eecc42-3e35-4f0c-9a6e-3ee05327bc29	NMNH-00004419-000001	573059	fiche number : 0427/B11	unstained
edanmdm-nmnhbotany_2119748	Erythrina goldmanii Standl.	00004484	http://n2t.net/ark:/65665/3e06e10f4-a072-48aa-b1d8-08c53ca9f0b3	1.0	http://n2t.net/ark:/65665/m3f1782e98-c3e9-497e-97ea-cd46a26cfe18	NMNH-00004484-000001	470671	fiche number : 0428/B11	unstained
edanmdm-nmnhbotany_2087411	Ephedra coryi var. viscida H.C. Cutler	00012117	http://n2t.net/ark:/65665/3bb396205-a078-4008-9e80-9ac2c330bc46	1.0	http://n2t.net/ark:/65665/m3e7bb146d-dabb-4d18-997e-077750a4c8d1	NMNH-00012117	1766960	fiche number : 0071/A08	unstained
edanmdm-nmnhbotany_10164107	Chamaedorea lunata Liebm. in Mart.	00021007	http://n2t.net/ark:/65665/390ec981b-edc6-4d4f-a549-75e3e799a952	1.0	http://n2t.net/ark:/65665/m3b5dc7da3-8311-4e45-b5f7-a1bb7f32e8a4	NMNH-00021007	1234984		unstained
edanmdm-nmnhbotany_2164562	Lycium andersonii var. pubescens S. Watson	00027246	http://n2t.net/ark:/65665/369166a2b-17f2-4173-ab26-69a8e0c0af92	1.0	http://n2t.net/ark:/65665/m394d3606b-068b-4536-8019-985c23de305a	NMNH-00027246-000001	42733	fiche number : 0759/A06	unstained
edanmdm-nmnhbotany_2131566	Kohleria neglecta L.P. Kvist & L.E. Skog	00323747	http://n2t.net/ark:/65665/3b4a201ed-636f-4680-a480-ff5da812b07e	1.0	http://n2t.net/ark:/65665/m3990c0e76-c4ac-4472-9d7b-bd80572f0f56	NMNH-00323747-000001	2271062		unstained
edanmdm-nmnhbotany_10062696	Lindernia maequalis	00960607	http://n2t.net/ark:/65665/30aaf0d05-2ea8-4a2e-99cb-4880ce26ff4c	1.0	http://n2t.net/ark:/65665/m33d92f19b-5a77-4899-973a-391c4ad358cb	NMNH-00960607	83463		stained
edanmdm-nmnhbotany_12753840	Symphyotrichum tenuifolium (L.) G.L. Nesom	01703515	http://n2t.net/ark:/65665/34f0e74cb-ce34-4eee-bb1e-21438d894ac6	1.0	http://n2t.net/ark:/65665/m39ed58db9-2178-49ba-a4b7-40e975ee1d40	NMNH-01703515	83167		stained
edanmdm-nmnhbotany_2157590	Rhaphidophora grandifolia K. Krause	00087930	http://n2t.net/ark:/65665/3ab107b0d-6ac4-4ce8-9de8-c44f758b3209	1.0	http://n2t.net/ark:/65665/m3ac94094f-b8f3-4385-9521-457cd389cb3e	NMNH-00087930-000001	779290	fiche number : 0096/B11	unstained
edanmdm-nmnhbotany_2085232	Panicum olivaceum Hitchc. & Chase	00147922	http://n2t.net/ark:/65665/3d118cb76-a8e1-4fac-b5b3-169fa96008d9	1.0	http://n2t.net/ark:/65665/m3cf11b043-0f33-4319-b585-8ca69b0bd275	NMNH-00147922	823209	fiche number : 1062/E04	unstained
edanmdm-nmnhbotany_2102869	Deschampsia cespitosa var. alpina Vasey ex Beal	00133492	http://n2t.net/ark:/65665/3b8cdb990-b2a6-4223-a7f2-2e8c86c9e24b	1.0	http://n2t.net/ark:/65665/m325253673-a39c-4e59-938a-27040108acb0	NMNH-00133492	867589	fiche number : 0020/C05	unstained
edanmdm-nmnhbotany_10058630	Cliffortia sarmentosa L.	00830189	http://n2t.net/ark:/65665/3bbdfb7f3-bb46-452f-91ef-689ea1cd0446	1.0	http://n2t.net/ark:/65665/m3095fa004-2cac-4972-9e1d-914afaa20281	NMNH-00830189	74591		stained
edanmdm-nmnhbotany_2677152	Asplenium adiantum-nigrum L.	00457822	http://n2t.net/ark:/65665/3b34a6b89-af58-4d7d-8fc4-163c6549f3ed	1.0	http://n2t.net/ark:/65665/m33c07b413-b817-4b53-974d-31512518f43b	NMNH-00457822	50459		stained
edanmdm-nmnhbotany_10299840	Pachystachys badiospica Wassh.	01101364	http://n2t.net/ark:/65665/3c3668f80-4390-4d41-9a04-5fb307a2a341	1.0	http://n2t.net/ark:/65665/m3212bc8d7-e61d-4590-bb67-b397806e9735	NMNH-01101364-000001	2953828		unstained
edanmdm-nmnhbotany_11291463	Choisya arizonica var. amplophylla Toolin	01106354	http://n2t.net/ark:/65665/37209a221-cb5c-4239-970c-d851399b5be2	1.0	http://n2t.net/ark:/65665/m39f9eaff2-0896-4b22-abb5-777691977dee	NMNH-01106354	3654452		unstained
edanmdm-nmnhbotany_10258659	Heliotropium polyphyllum var. leavenworthii A. Gray	01107982	http://n2t.net/ark:/65665/38d4b6140-c981-404e-bfa8-95b98fe2ecdc	1.0	http://n2t.net/ark:/65665/m3c119b9b7-9b81-4158-8bc8-b8b9cd03099e	NMNH-01107982	98922		stained
edanmdm-nmnhbotany_10263989	Salvia venosa Fernald	01108033	http://n2t.net/ark:/65665/3fcee74ac-bae1-4dba-a6ef-4e178bcce5ba	1.0	http://n2t.net/ark:/65665/m3aab2495d-1355-416f-bc3f-4fca3b8ab098	NMNH-01108033	232927		unstained
edanmdm-nmnhbotany_10054630	Haplopteris elongata (Sw.) Crane	00899296	http://n2t.net/ark:/65665/3e059457b-2479-4165-82ba-5c0ab45e65c7	1.0	http://n2t.net/ark:/65665/m3b4f22bf3-1804-4d47-949f-27c7141792ca	NMNH-00899296	95881		stained
edanmdm-nmnhbotany_2875084	Cliffortia trifoliata L.	00990883	http://n2t.net/ark:/65665/3aecf75ed-1186-4022-8c1c-24313570c44a	1.0	http://n2t.net/ark:/65665/m3453c7f2d-37d7-42ff-95e4-ccfccddf32dc	NMNH-00990883	74589		stained
edanmdm-nmnhbotany_2154852	Sagittaria longirostra var. australis J.G. Sm. ex C. Mohr	00512879	http://n2t.net/ark:/65665/3e21dccf9-fba2-4ec1-ab10-0997a3b152a6	1.0	http://n2t.net/ark:/65665/m3db20855c-6745-4779-a4ac-eb49cdacc449	NMNH-00512879-000001	875182		stained
edanmdm-nmnhbotany_12164828	Epilobium brachycarpum C. Presl	01362889	http://n2t.net/ark:/65665/3b02e92cb-434a-428f-88b0-8bd1e48bc5e8	1.0	http://n2t.net/ark:/65665/m39e3a54eb-1fe0-4aed-959f-a614249db9d6	NMNH-01362889	3341852		unstained
edanmdm-nmnhbotany_2081993	Elatostema flumineo-rupestre Hosok.	00090772	http://n2t.net/ark:/65665/380740b8a-1da2-46bd-8078-7db8dee6714d	1.0	http://n2t.net/ark:/65665/m3e3e3513c-0974-4758-a2fc-dc5c5b6dbf9c	NMNH-00090772	2036585	fiche number : 0224/E04	unstained
edanmdm-nmnhbotany_2127909	Siphonodon celastrineus var. acuminatissima Merr.	00094828	http://n2t.net/ark:/65665/3d69149ac-1ce2-4dfa-9732-0d421a05083d	1.0	http://n2t.net/ark:/65665/m39567022c-558f-4712-a0c1-49fecd4988a5	NMNH-00094828-000001	424995	fiche number : 0509/B04	unstained
edanmdm-nmnhbotany_2124679	Lasiocroton fawcettii Urb.	00096190	http://n2t.net/ark:/65665/3086dc115-4d10-4b7e-959d-7aaa93dc2a4e	1.0	http://n2t.net/ark:/65665/m3c547db5b-cb0a-40fd-979c-b0ff484f5a90	NMNH-00096190-000001	657064	fiche number : 0484/C11	unstained
edanmdm-nmnhbotany_2119110	Tragia stylaris var. latifolia Müll. Arg.	00096444	http://n2t.net/ark:/65665/3ed078dc3-f749-413b-bd62-1dfc60de9956	1.0	http://n2t.net/ark:/65665/m360bcacff-e819-430a-98e4-7f2ddc7d29bf	NMNH-00096444-000001	65792	fiche number : 0488/D07	stained
edanmdm-nmnhbotany_2134500	Crataegus longispina Sarg.	00097094	http://n2t.net/ark:/65665/3643dabe4-86ed-4daa-866e-642ebd4c19b2	1.0	http://n2t.net/ark:/65665/m37d7fc5a8-5019-46ee-ba51-ea4224dced11	NMNH-00097094-000001	2133270	fiche number : 0338/E05	unstained
edanmdm-nmnhbotany_2092889	Ribes polystachyum A. Berger	00097135	http://n2t.net/ark:/65665/3bf7b435c-59a4-4213-9e68-b0e078e09b35	1.0	http://n2t.net/ark:/65665/m36c7b5c5e-d0b8-4378-a306-e0e4ce4a03f7	NMNH-00097135	668098	fiche number : 0328/A10	unstained
edanmdm-nmnhbotany_2133688	Crataegus concinna Beadle	00097716	http://n2t.net/ark:/65665/31ba62ecf-87d8-4678-b3e5-e6dc609595f7	1.0	http://n2t.net/ark:/65665/m3bbca3568-0f39-4280-9f59-975a95bba363	NMNH-00097716-000001	981039	fiche number : 0336/E09	unstained
edanmdm-nmnhbotany_2095492	Peperomia debilipes Trel. in J.F. Macbr.	00104476	http://n2t.net/ark:/65665/34ba56b88-1b99-44ed-87cc-fe14599e7140	1.0	http://n2t.net/ark:/65665/m31611f684-84a7-45ef-9e96-107e04756326	NMNH-00104476	1359722	fiche number : 0187/A08	unstained
edanmdm-nmnhbotany_2131811	Capnorea watsoniana Greene	00110590	http://n2t.net/ark:/65665/360a7f277-7c73-446e-b4cc-4b675aebee04	1.0	http://n2t.net/ark:/65665/m39059310e-c41a-4389-a421-07df1d780b0a	NMNH-00110590-000001	49934	fiche number : 0722/E07	stained
edanmdm-nmnhbotany_2079423	Passiflora ekmanii Killip & Urb.	00115005	http://n2t.net/ark:/65665/3519122a5-13f9-423a-a3fa-9d0cadc384ed	1.0	http://n2t.net/ark:/65665/m3585fa130-5323-4af7-84ab-de319cbfd330	NMNH-00115005	1231138	fiche number : 0568/D12	unstained
edanmdm-nmnhbotany_2127101	Callicarpa paucinervia Merr.	00119076	http://n2t.net/ark:/65665/35d5190f5-84bc-4b11-95d5-5fc19655c22e	1.0	http://n2t.net/ark:/65665/m389deb178-3c56-49a3-abc5-07bae824ed17	NMNH-00119076-000001	1860519	fiche number : 0740/A11	unstained
edanmdm-nmnhbotany_2098609	Vitex divaricata var. cubensis Urb.	00119251	http://n2t.net/ark:/65665/3cef20a9d-750e-43b9-b307-571cc696c782	1.0	http://n2t.net/ark:/65665/m3f65ddebc-6ac3-4c66-bfd8-d41d03e81d49	NMNH-00119251-000001	58258	fiche number : 0743/B08	stained
edanmdm-nmnhbotany_2093517	Trixis peninsularis S.F. Blake	00119784	http://n2t.net/ark:/65665/30672666d-08eb-4ec1-8954-1b72fd362596	1.0	http://n2t.net/ark:/65665/m37f842ccd-d732-45d4-b8ee-fce2dee4ed84	NMNH-00119784-000001	638508	fiche number : 0981/B07	unstained
edanmdm-nmnhbotany_2145266	Artemisia potens A. Nelson	00122660	http://n2t.net/ark:/65665/37ff38c7d-6177-4629-b2d2-0a2f2533e3d7	1.0	http://n2t.net/ark:/65665/m36edfa8f9-92ba-468d-910f-ead1c250d1cc	NMNH-00122660-000001	543995	fiche number : 0959/A04	unstained
edanmdm-nmnhbotany_2154298	Gunnera peruviana J.F. Macbr.	00126665	http://n2t.net/ark:/65665/353e42140-e926-4bca-ae33-23e04265ee4e	1.0	http://n2t.net/ark:/65665/m30b449a6d-3598-4b75-8b19-accfe6a6fe50	NMNH-00126665-000001	1540190	fiche number : 0639/E02	unstained
edanmdm-nmnhbotany_2075726	Bupleurum speciosissimum Rech. f.	00127170	http://n2t.net/ark:/65665/374b11a74-e213-4700-8474-5038bb936120	1.0	http://n2t.net/ark:/65665/m30c7f1ea2-f323-44ff-9e1f-57b3bfac87fb	NMNH-00127170	2188965	fiche number : 0649/C05	unstained
edanmdm-nmnhbotany_2124641	Cicuta mackenzieana Raup	00127190	http://n2t.net/ark:/65665/3e4b10522-f07b-4cb7-8998-ba07d20c38dd	1.0	http://n2t.net/ark:/65665/m33bfd9135-ec59-4dae-b582-2062db8d86b9	NMNH-00127190-000001	2133183	fiche number : 0649/D11	unstained
edanmdm-nmnhbotany_2086645	Verbesina peninsularis S.F. Blake	00128046	http://n2t.net/ark:/65665/3e557fc76-2524-4529-bd2e-c6032e6373a2	1.0	http://n2t.net/ark:/65665/m3a2843d45-df5e-433a-b59c-82be0cd1fc84	NMNH-00128046	565313	fiche number : 0943/A08	unstained
edanmdm-nmnhbotany_2117805	Diplazium congruum Brack. in Wilkes	00135221	http://n2t.net/ark:/65665/33e49be10-c014-48a1-995d-2dc106c6332f	1.0	http://n2t.net/ark:/65665/m38b70a3e4-3f94-41f3-a178-4e5a97997a8e	NMNH-00135221-000001	59394	fiche number : 1053/E04	stained
edanmdm-nmnhbotany_10077647	Alloplectus baguensis L.E. Skog	00007858	http://n2t.net/ark:/65665/332d0a927-6dd0-4365-92c1-d419e38d55ed	1.0	http://n2t.net/ark:/65665/m3376eb9e4-60b6-4e19-81a5-626c2105301f	NMNH-00007858-000003	2905483		unstained
edanmdm-nmnhbotany_2104543	Solanum coerulescens var. manophyes Bitter	00027518	http://n2t.net/ark:/65665/3d19f1109-f3d3-4b78-9e37-674e00c019ca	1.0	http://n2t.net/ark:/65665/m3fb74efae-5e34-4cf0-b2a5-4974b6b98489	NMNH-00027518	1175829	fiche number : 0763/C06	unstained
edanmdm-nmnhbotany_2127435	Stenogyne rhuakos H. St. John	00054803	http://n2t.net/ark:/65665/377142d24-1ddf-4290-aa72-95e7e79c1964	1.0	http://n2t.net/ark:/65665/m30068dc8a-f350-4a28-9cd8-061d07c8b694	NMNH-00054803-000001	57505		stained
edanmdm-nmnhbotany_2875193	Calceolaria lobata Cav.	00830028	http://n2t.net/ark:/65665/31f095105-b859-403b-a5f5-9fcb1aedf3f6	1.0	http://n2t.net/ark:/65665/m34b3a8f3f-547b-4768-b8ac-8b07d8447f83	NMNH-00830028	73025		stained
edanmdm-nmnhbotany_10062665	Rhinanthus crista-galli L.	00830086	http://n2t.net/ark:/65665/395311a78-aa00-4b9e-a529-e47ff1cf01d1	1.0	http://n2t.net/ark:/65665/m30c99859b-8a29-4477-ac26-bb93af100da5	NMNH-00830086	95368		stained
edanmdm-nmnhbotany_2095708	Streptocalyx subnuda L.B. Sm. in R.E. Schult.	00091344	http://n2t.net/ark:/65665/31e1e4e58-ddec-43f7-acef-7a0bc5893d69	1.0	http://n2t.net/ark:/65665/m3e47f04cb-f354-4863-9f9f-06312b2f3bc4	NMNH-00091344	2174995		unstained
edanmdm-nmnhbotany_2123937	Stipa eriopus Benth.	00141610	http://n2t.net/ark:/65665/3b91ddf00-cbca-4a05-a078-12c579777124	1.0	http://n2t.net/ark:/65665/m3a6d970a3-20f8-4a7c-ad9d-46753aab5cbd	NMNH-00141610-000001	1109310	fiche number : 0063/E01	stained
